,GeoName,Description,LineCode,Year,Value
228,Mississippi,      Motor vehicles and parts,4,2001,1187
229,Missouri,      Motor vehicles and parts,4,2001,1464
230,Montana,      Motor vehicles and parts,4,2001,1378
231,Nebraska,      Motor vehicles and parts,4,2001,1489
232,Nevada,      Motor vehicles and parts,4,2001,1383
233,New Hampshire,      Motor vehicles and parts,4,2001,1509
234,New Jersey,      Motor vehicles and parts,4,2001,1320
235,New Mexico,      Motor vehicles and parts,4,2001,1280
236,New York,      Motor vehicles and parts,4,2001,856
237,North Carolina,      Motor vehicles and parts,4,2001,1450
238,North Dakota,      Motor vehicles and parts,4,2001,1508
239,Ohio,      Motor vehicles and parts,4,2001,1339
240,Oklahoma,      Motor vehicles and parts,4,2001,1477
241,Oregon,      Motor vehicles and parts,4,2001,1345
242,Pennsylvania,      Motor vehicles and parts,4,2001,1295
243,Rhode Island,      Motor vehicles and parts,4,2001,1049
244,South Carolina,      Motor vehicles and parts,4,2001,1284
245,South Dakota,      Motor vehicles and parts,4,2001,1522
246,Tennessee,      Motor vehicles and parts,4,2001,1482
247,Texas,      Motor vehicles and parts,4,2001,1695
248,Utah,      Motor vehicles and parts,4,2001,1182
249,Vermont,      Motor vehicles and parts,4,2001,1498
250,Virginia,      Motor vehicles and parts,4,2001,1414
251,Washington,      Motor vehicles and parts,4,2001,1222
252,West Virginia,      Motor vehicles and parts,4,2001,1218
253,Wisconsin,      Motor vehicles and parts,4,2001,1421
254,Wyoming,      Motor vehicles and parts,4,2001,1462
255,Alabama,      Motor vehicles and parts,4,2002,1436
256,Alaska,      Motor vehicles and parts,4,2002,1401
257,Arizona,      Motor vehicles and parts,4,2002,1418
258,Arkansas,      Motor vehicles and parts,4,2002,1311
259,California,      Motor vehicles and parts,4,2002,1312
260,Colorado,      Motor vehicles and parts,4,2002,1448
261,Connecticut,      Motor vehicles and parts,4,2002,1423
262,Delaware,      Motor vehicles and parts,4,2002,1877
263,District of Columbia,      Motor vehicles and parts,4,2002,1371
264,Florida,      Motor vehicles and parts,4,2002,1510
265,Georgia,      Motor vehicles and parts,4,2002,1559
266,Hawaii,      Motor vehicles and parts,4,2002,1187
267,Idaho,      Motor vehicles and parts,4,2002,1388
268,Illinois,      Motor vehicles and parts,4,2002,1415
269,Indiana,      Motor vehicles and parts,4,2002,1382
270,Iowa,      Motor vehicles and parts,4,2002,1387
271,Kansas,      Motor vehicles and parts,4,2002,1324
272,Kentucky,      Motor vehicles and parts,4,2002,1239
273,Louisiana,      Motor vehicles and parts,4,2002,1362
274,Maine,      Motor vehicles and parts,4,2002,1483
275,Maryland,      Motor vehicles and parts,4,2002,1623
276,Massachusetts,      Motor vehicles and parts,4,2002,1379
277,Michigan,      Motor vehicles and parts,4,2002,1322
278,Minnesota,      Motor vehicles and parts,4,2002,1501
279,Mississippi,      Motor vehicles and parts,4,2002,1212
280,Missouri,      Motor vehicles and parts,4,2002,1507
281,Montana,      Motor vehicles and parts,4,2002,1479
282,Nebraska,      Motor vehicles and parts,4,2002,1565
283,Nevada,      Motor vehicles and parts,4,2002,1444
284,New Hampshire,      Motor vehicles and parts,4,2002,1579
285,New Jersey,      Motor vehicles and parts,4,2002,1416
286,New Mexico,      Motor vehicles and parts,4,2002,1350
287,New York,      Motor vehicles and parts,4,2002,915
288,North Carolina,      Motor vehicles and parts,4,2002,1485
289,North Dakota,      Motor vehicles and parts,4,2002,1552
290,Ohio,      Motor vehicles and parts,4,2002,1368
291,Oklahoma,      Motor vehicles and parts,4,2002,1503
292,Oregon,      Motor vehicles and parts,4,2002,1373
293,Pennsylvania,      Motor vehicles and parts,4,2002,1361
294,Rhode Island,      Motor vehicles and parts,4,2002,1154
295,South Carolina,      Motor vehicles and parts,4,2002,1345
296,South Dakota,      Motor vehicles and parts,4,2002,1582
297,Tennessee,      Motor vehicles and parts,4,2002,1523
298,Texas,      Motor vehicles and parts,4,2002,1697
299,Utah,      Motor vehicles and parts,4,2002,1253
300,Vermont,      Motor vehicles and parts,4,2002,1599
301,Virginia,      Motor vehicles and parts,4,2002,1484
302,Washington,      Motor vehicles and parts,4,2002,1270
303,West Virginia,      Motor vehicles and parts,4,2002,1273
304,Wisconsin,      Motor vehicles and parts,4,2002,1442
305,Wyoming,      Motor vehicles and parts,4,2002,1523
306,Alabama,      Motor vehicles and parts,4,2003,1433
307,Alaska,      Motor vehicles and parts,4,2003,1418
308,Arizona,      Motor vehicles and parts,4,2003,1432
309,Arkansas,      Motor vehicles and parts,4,2003,1313
310,California,      Motor vehicles and parts,4,2003,1310
311,Colorado,      Motor vehicles and parts,4,2003,1400
312,Connecticut,      Motor vehicles and parts,4,2003,1472
313,Delaware,      Motor vehicles and parts,4,2003,1893
314,District of Columbia,      Motor vehicles and parts,4,2003,1443
315,Florida,      Motor vehicles and parts,4,2003,1494
316,Georgia,      Motor vehicles and parts,4,2003,1521
317,Hawaii,      Motor vehicles and parts,4,2003,1339
318,Idaho,      Motor vehicles and parts,4,2003,1391
319,Illinois,      Motor vehicles and parts,4,2003,1382
320,Indiana,      Motor vehicles and parts,4,2003,1348
321,Iowa,      Motor vehicles and parts,4,2003,1352
322,Kansas,      Motor vehicles and parts,4,2003,1284
323,Kentucky,      Motor vehicles and parts,4,2003,1226
324,Louisiana,      Motor vehicles and parts,4,2003,1382
325,Maine,      Motor vehicles and parts,4,2003,1519
326,Maryland,      Motor vehicles and parts,4,2003,1648
327,Massachusetts,      Motor vehicles and parts,4,2003,1447
328,Michigan,      Motor vehicles and parts,4,2003,1186
329,Minnesota,      Motor vehicles and parts,4,2003,1438
330,Mississippi,      Motor vehicles and parts,4,2003,1193
331,Missouri,      Motor vehicles and parts,4,2003,1489
332,Montana,      Motor vehicles and parts,4,2003,1490
333,Nebraska,      Motor vehicles and parts,4,2003,1547
334,Nevada,      Motor vehicles and parts,4,2003,1424
335,New Hampshire,      Motor vehicles and parts,4,2003,1652
336,New Jersey,      Motor vehicles and parts,4,2003,1435
337,New Mexico,      Motor vehicles and parts,4,2003,1321
338,New York,      Motor vehicles and parts,4,2003,957
339,North Carolina,      Motor vehicles and parts,4,2003,1459
340,North Dakota,      Motor vehicles and parts,4,2003,1559
341,Ohio,      Motor vehicles and parts,4,2003,1355
342,Oklahoma,      Motor vehicles and parts,4,2003,1516
343,Oregon,      Motor vehicles and parts,4,2003,1300
344,Pennsylvania,      Motor vehicles and parts,4,2003,1382
345,Rhode Island,      Motor vehicles and parts,4,2003,1213
346,South Carolina,      Motor vehicles and parts,4,2003,1335
347,South Dakota,      Motor vehicles and parts,4,2003,1622
348,Tennessee,      Motor vehicles and parts,4,2003,1484
349,Texas,      Motor vehicles and parts,4,2003,1635
350,Utah,      Motor vehicles and parts,4,2003,1202
351,Vermont,      Motor vehicles and parts,4,2003,1668
352,Virginia,      Motor vehicles and parts,4,2003,1511
353,Washington,      Motor vehicles and parts,4,2003,1269
354,West Virginia,      Motor vehicles and parts,4,2003,1269
355,Wisconsin,      Motor vehicles and parts,4,2003,1408
356,Wyoming,      Motor vehicles and parts,4,2003,1506
357,Alabama,      Motor vehicles and parts,4,2004,1455
358,Alaska,      Motor vehicles and parts,4,2004,1424
359,Arizona,      Motor vehicles and parts,4,2004,1493
360,Arkansas,      Motor vehicles and parts,4,2004,1329
361,California,      Motor vehicles and parts,4,2004,1342
362,Colorado,      Motor vehicles and parts,4,2004,1412
363,Connecticut,      Motor vehicles and parts,4,2004,1509
364,Delaware,      Motor vehicles and parts,4,2004,1895
365,District of Columbia,      Motor vehicles and parts,4,2004,1471
366,Florida,      Motor vehicles and parts,4,2004,1550
367,Georgia,      Motor vehicles and parts,4,2004,1510
368,Hawaii,      Motor vehicles and parts,4,2004,1371
369,Idaho,      Motor vehicles and parts,4,2004,1454
370,Illinois,      Motor vehicles and parts,4,2004,1383
371,Indiana,      Motor vehicles and parts,4,2004,1362
372,Iowa,      Motor vehicles and parts,4,2004,1383
373,Kansas,      Motor vehicles and parts,4,2004,1291
374,Kentucky,      Motor vehicles and parts,4,2004,1234
375,Louisiana,      Motor vehicles and parts,4,2004,1387
376,Maine,      Motor vehicles and parts,4,2004,1525
377,Maryland,      Motor vehicles and parts,4,2004,1656
378,Massachusetts,      Motor vehicles and parts,4,2004,1463
379,Michigan,      Motor vehicles and parts,4,2004,1107
380,Minnesota,      Motor vehicles and parts,4,2004,1421
381,Mississippi,      Motor vehicles and parts,4,2004,1180
382,Missouri,      Motor vehicles and parts,4,2004,1458
383,Montana,      Motor vehicles and parts,4,2004,1514
384,Nebraska,      Motor vehicles and parts,4,2004,1573
385,Nevada,      Motor vehicles and parts,4,2004,1545
386,New Hampshire,      Motor vehicles and parts,4,2004,1583
387,New Jersey,      Motor vehicles and parts,4,2004,1455
388,New Mexico,      Motor vehicles and parts,4,2004,1368
389,New York,      Motor vehicles and parts,4,2004,977
390,North Carolina,      Motor vehicles and parts,4,2004,1481
391,North Dakota,      Motor vehicles and parts,4,2004,1572
392,Ohio,      Motor vehicles and parts,4,2004,1337
393,Oklahoma,      Motor vehicles and parts,4,2004,1518
394,Oregon,      Motor vehicles and parts,4,2004,1331
395,Pennsylvania,      Motor vehicles and parts,4,2004,1417
396,Rhode Island,      Motor vehicles and parts,4,2004,1187
397,South Carolina,      Motor vehicles and parts,4,2004,1313
398,South Dakota,      Motor vehicles and parts,4,2004,1643
399,Tennessee,      Motor vehicles and parts,4,2004,1469
400,Texas,      Motor vehicles and parts,4,2004,1617
401,Utah,      Motor vehicles and parts,4,2004,1252
402,Vermont,      Motor vehicles and parts,4,2004,1748
403,Virginia,      Motor vehicles and parts,4,2004,1591
404,Washington,      Motor vehicles and parts,4,2004,1292
405,West Virginia,      Motor vehicles and parts,4,2004,1283
406,Wisconsin,      Motor vehicles and parts,4,2004,1384
407,Wyoming,      Motor vehicles and parts,4,2004,1572
408,Alabama,      Motor vehicles and parts,4,2005,1472
409,Alaska,      Motor vehicles and parts,4,2005,1341
410,Arizona,      Motor vehicles and parts,4,2005,1554
411,Arkansas,      Motor vehicles and parts,4,2005,1284
412,California,      Motor vehicles and parts,4,2005,1368
413,Colorado,      Motor vehicles and parts,4,2005,1374
414,Connecticut,      Motor vehicles and parts,4,2005,1489
415,Delaware,      Motor vehicles and parts,4,2005,1817
416,District of Columbia,      Motor vehicles and parts,4,2005,1471
417,Florida,      Motor vehicles and parts,4,2005,1621
418,Georgia,      Motor vehicles and parts,4,2005,1505
419,Hawaii,      Motor vehicles and parts,4,2005,1351
420,Idaho,      Motor vehicles and parts,4,2005,1490
421,Illinois,      Motor vehicles and parts,4,2005,1364
422,Indiana,      Motor vehicles and parts,4,2005,1307
423,Iowa,      Motor vehicles and parts,4,2005,1343
424,Kansas,      Motor vehicles and parts,4,2005,1277
425,Kentucky,      Motor vehicles and parts,4,2005,1196
426,Louisiana,      Motor vehicles and parts,4,2005,1422
427,Maine,      Motor vehicles and parts,4,2005,1477
428,Maryland,      Motor vehicles and parts,4,2005,1616
429,Massachusetts,      Motor vehicles and parts,4,2005,1448
430,Michigan,      Motor vehicles and parts,4,2005,991
431,Minnesota,      Motor vehicles and parts,4,2005,1322
432,Mississippi,      Motor vehicles and parts,4,2005,1182
433,Missouri,      Motor vehicles and parts,4,2005,1430
434,Montana,      Motor vehicles and parts,4,2005,1483
435,Nebraska,      Motor vehicles and parts,4,2005,1492
436,Nevada,      Motor vehicles and parts,4,2005,1602
437,New Hampshire,      Motor vehicles and parts,4,2005,1570
438,New Jersey,      Motor vehicles and parts,4,2005,1407
439,New Mexico,      Motor vehicles and parts,4,2005,1392
440,New York,      Motor vehicles and parts,4,2005,970
441,North Carolina,      Motor vehicles and parts,4,2005,1474
442,North Dakota,      Motor vehicles and parts,4,2005,1551
443,Ohio,      Motor vehicles and parts,4,2005,1297
444,Oklahoma,      Motor vehicles and parts,4,2005,1511
445,Oregon,      Motor vehicles and parts,4,2005,1354
446,Pennsylvania,      Motor vehicles and parts,4,2005,1351
447,Rhode Island,      Motor vehicles and parts,4,2005,1170
448,South Carolina,      Motor vehicles and parts,4,2005,1311
449,South Dakota,      Motor vehicles and parts,4,2005,1593
450,Tennessee,      Motor vehicles and parts,4,2005,1451
451,Texas,      Motor vehicles and parts,4,2005,1613
452,Utah,      Motor vehicles and parts,4,2005,1295
453,Vermont,      Motor vehicles and parts,4,2005,1681
454,Virginia,      Motor vehicles and parts,4,2005,1576
455,Washington,      Motor vehicles and parts,4,2005,1309
456,West Virginia,      Motor vehicles and parts,4,2005,1224
457,Wisconsin,      Motor vehicles and parts,4,2005,1319
458,Wyoming,      Motor vehicles and parts,4,2005,1607
459,Alabama,      Motor vehicles and parts,4,2006,1441
460,Alaska,      Motor vehicles and parts,4,2006,1234
461,Arizona,      Motor vehicles and parts,4,2006,1541
462,Arkansas,      Motor vehicles and parts,4,2006,1235
463,California,      Motor vehicles and parts,4,2006,1303
464,Colorado,      Motor vehicles and parts,4,2006,1305
465,Connecticut,      Motor vehicles and parts,4,2006,1410
466,Delaware,      Motor vehicles and parts,4,2006,1684
467,District of Columbia,      Motor vehicles and parts,4,2006,1401
468,Florida,      Motor vehicles and parts,4,2006,1579
469,Georgia,      Motor vehicles and parts,4,2006,1444
470,Hawaii,      Motor vehicles and parts,4,2006,1279
471,Idaho,      Motor vehicles and parts,4,2006,1502
472,Illinois,      Motor vehicles and parts,4,2006,1277
473,Indiana,      Motor vehicles and parts,4,2006,1217
474,Iowa,      Motor vehicles and parts,4,2006,1276
475,Kansas,      Motor vehicles and parts,4,2006,1256
476,Kentucky,      Motor vehicles and parts,4,2006,1134
477,Louisiana,      Motor vehicles and parts,4,2006,1555
478,Maine,      Motor vehicles and parts,4,2006,1385
479,Maryland,      Motor vehicles and parts,4,2006,1516
480,Massachusetts,      Motor vehicles and parts,4,2006,1334
481,Michigan,      Motor vehicles and parts,4,2006,861
482,Minnesota,      Motor vehicles and parts,4,2006,1206
483,Mississippi,      Motor vehicles and parts,4,2006,1187
484,Missouri,      Motor vehicles and parts,4,2006,1343
485,Montana,      Motor vehicles and parts,4,2006,1457
486,Nebraska,      Motor vehicles and parts,4,2006,1421
487,Nevada,      Motor vehicles and parts,4,2006,1536
488,New Hampshire,      Motor vehicles and parts,4,2006,1474
489,New Jersey,      Motor vehicles and parts,4,2006,1336
490,New Mexico,      Motor vehicles and parts,4,2006,1345
491,New York,      Motor vehicles and parts,4,2006,920
492,North Carolina,      Motor vehicles and parts,4,2006,1393
493,North Dakota,      Motor vehicles and parts,4,2006,1496
494,Ohio,      Motor vehicles and parts,4,2006,1194
495,Oklahoma,      Motor vehicles and parts,4,2006,1465
496,Oregon,      Motor vehicles and parts,4,2006,1314
497,Pennsylvania,      Motor vehicles and parts,4,2006,1253
498,Rhode Island,      Motor vehicles and parts,4,2006,1087
499,South Carolina,      Motor vehicles and parts,4,2006,1274
500,South Dakota,      Motor vehicles and parts,4,2006,1549
501,Tennessee,      Motor vehicles and parts,4,2006,1372
502,Texas,      Motor vehicles and parts,4,2006,1580
503,Utah,      Motor vehicles and parts,4,2006,1314
504,Vermont,      Motor vehicles and parts,4,2006,1542
505,Virginia,      Motor vehicles and parts,4,2006,1485
506,Washington,      Motor vehicles and parts,4,2006,1249
507,West Virginia,      Motor vehicles and parts,4,2006,1162
508,Wisconsin,      Motor vehicles and parts,4,2006,1201
509,Wyoming,      Motor vehicles and parts,4,2006,1640
510,Alabama,      Motor vehicles and parts,4,2007,1442
511,Alaska,      Motor vehicles and parts,4,2007,1220
512,Arizona,      Motor vehicles and parts,4,2007,1527
513,Arkansas,      Motor vehicles and parts,4,2007,1271
514,California,      Motor vehicles and parts,4,2007,1257
515,Colorado,      Motor vehicles and parts,4,2007,1365
516,Connecticut,      Motor vehicles and parts,4,2007,1438
517,Delaware,      Motor vehicles and parts,4,2007,1684
518,District of Columbia,      Motor vehicles and parts,4,2007,1430
519,Florida,      Motor vehicles and parts,4,2007,1522
520,Georgia,      Motor vehicles and parts,4,2007,1440
521,Hawaii,      Motor vehicles and parts,4,2007,1233
522,Idaho,      Motor vehicles and parts,4,2007,1557
523,Illinois,      Motor vehicles and parts,4,2007,1292
524,Indiana,      Motor vehicles and parts,4,2007,1226
525,Iowa,      Motor vehicles and parts,4,2007,1316
526,Kansas,      Motor vehicles and parts,4,2007,1300
527,Kentucky,      Motor vehicles and parts,4,2007,1136
528,Louisiana,      Motor vehicles and parts,4,2007,1526
529,Maine,      Motor vehicles and parts,4,2007,1385
530,Maryland,      Motor vehicles and parts,4,2007,1532
531,Massachusetts,      Motor vehicles and parts,4,2007,1312
532,Michigan,      Motor vehicles and parts,4,2007,802
533,Minnesota,      Motor vehicles and parts,4,2007,1194
534,Mississippi,      Motor vehicles and parts,4,2007,1168
535,Missouri,      Motor vehicles and parts,4,2007,1347
536,Montana,      Motor vehicles and parts,4,2007,1521
537,Nebraska,      Motor vehicles and parts,4,2007,1491
538,Nevada,      Motor vehicles and parts,4,2007,1477
539,New Hampshire,      Motor vehicles and parts,4,2007,1445
540,New Jersey,      Motor vehicles and parts,4,2007,1359
541,New Mexico,      Motor vehicles and parts,4,2007,1376
542,New York,      Motor vehicles and parts,4,2007,944
543,North Carolina,      Motor vehicles and parts,4,2007,1422
544,North Dakota,      Motor vehicles and parts,4,2007,1589
545,Ohio,      Motor vehicles and parts,4,2007,1209
546,Oklahoma,      Motor vehicles and parts,4,2007,1558
547,Oregon,      Motor vehicles and parts,4,2007,1308
548,Pennsylvania,      Motor vehicles and parts,4,2007,1270
549,Rhode Island,      Motor vehicles and parts,4,2007,1071
550,South Carolina,      Motor vehicles and parts,4,2007,1295
551,South Dakota,      Motor vehicles and parts,4,2007,1671
552,Tennessee,      Motor vehicles and parts,4,2007,1391
553,Texas,      Motor vehicles and parts,4,2007,1644
554,Utah,      Motor vehicles and parts,4,2007,1404
555,Vermont,      Motor vehicles and parts,4,2007,1553
556,Virginia,      Motor vehicles and parts,4,2007,1493
557,Washington,      Motor vehicles and parts,4,2007,1292
558,West Virginia,      Motor vehicles and parts,4,2007,1185
559,Wisconsin,      Motor vehicles and parts,4,2007,1211
560,Wyoming,      Motor vehicles and parts,4,2007,1734
561,Alabama,      Motor vehicles and parts,4,2008,1204
562,Alaska,      Motor vehicles and parts,4,2008,1049
563,Arizona,      Motor vehicles and parts,4,2008,1153
564,Arkansas,      Motor vehicles and parts,4,2008,1131
565,California,      Motor vehicles and parts,4,2008,1026
566,Colorado,      Motor vehicles and parts,4,2008,1155
567,Connecticut,      Motor vehicles and parts,4,2008,1234
568,Delaware,      Motor vehicles and parts,4,2008,1411
569,District of Columbia,      Motor vehicles and parts,4,2008,1205
570,Florida,      Motor vehicles and parts,4,2008,1213
571,Georgia,      Motor vehicles and parts,4,2008,1150
572,Hawaii,      Motor vehicles and parts,4,2008,1013
573,Idaho,      Motor vehicles and parts,4,2008,1288
574,Illinois,      Motor vehicles and parts,4,2008,1132
575,Indiana,      Motor vehicles and parts,4,2008,1046
576,Iowa,      Motor vehicles and parts,4,2008,1212
577,Kansas,      Motor vehicles and parts,4,2008,1173
578,Kentucky,      Motor vehicles and parts,4,2008,988
579,Louisiana,      Motor vehicles and parts,4,2008,1287
580,Maine,      Motor vehicles and parts,4,2008,1235
581,Maryland,      Motor vehicles and parts,4,2008,1269
582,Massachusetts,      Motor vehicles and parts,4,2008,1147
583,Michigan,      Motor vehicles and parts,4,2008,755
584,Minnesota,      Motor vehicles and parts,4,2008,1055
585,Mississippi,      Motor vehicles and parts,4,2008,978
586,Missouri,      Motor vehicles and parts,4,2008,1179
587,Montana,      Motor vehicles and parts,4,2008,1338
588,Nebraska,      Motor vehicles and parts,4,2008,1365
589,Nevada,      Motor vehicles and parts,4,2008,1149
590,New Hampshire,      Motor vehicles and parts,4,2008,1275
591,New Jersey,      Motor vehicles and parts,4,2008,1183
592,New Mexico,      Motor vehicles and parts,4,2008,1179
593,New York,      Motor vehicles and parts,4,2008,821
594,North Carolina,      Motor vehicles and parts,4,2008,1184
595,North Dakota,      Motor vehicles and parts,4,2008,1542
596,Ohio,      Motor vehicles and parts,4,2008,1068
597,Oklahoma,      Motor vehicles and parts,4,2008,1394
598,Oregon,      Motor vehicles and parts,4,2008,1053
599,Pennsylvania,      Motor vehicles and parts,4,2008,1107
600,Rhode Island,      Motor vehicles and parts,4,2008,909
601,South Carolina,      Motor vehicles and parts,4,2008,1066
602,South Dakota,      Motor vehicles and parts,4,2008,1489
603,Tennessee,      Motor vehicles and parts,4,2008,1122
604,Texas,      Motor vehicles and parts,4,2008,1417
605,Utah,      Motor vehicles and parts,4,2008,1211
606,Vermont,      Motor vehicles and parts,4,2008,1387
607,Virginia,      Motor vehicles and parts,4,2008,1274
608,Washington,      Motor vehicles and parts,4,2008,1090
609,West Virginia,      Motor vehicles and parts,4,2008,1073
610,Wisconsin,      Motor vehicles and parts,4,2008,1096
611,Wyoming,      Motor vehicles and parts,4,2008,1530
612,Alabama,      Motor vehicles and parts,4,2009,1083
613,Alaska,      Motor vehicles and parts,4,2009,1009
614,Arizona,      Motor vehicles and parts,4,2009,962
615,Arkansas,      Motor vehicles and parts,4,2009,1069
616,California,      Motor vehicles and parts,4,2009,879
617,Colorado,      Motor vehicles and parts,4,2009,1033
618,Connecticut,      Motor vehicles and parts,4,2009,1153
619,Delaware,      Motor vehicles and parts,4,2009,1375
620,District of Columbia,      Motor vehicles and parts,4,2009,1091
621,Florida,      Motor vehicles and parts,4,2009,1082
622,Georgia,      Motor vehicles and parts,4,2009,1019
623,Hawaii,      Motor vehicles and parts,4,2009,896
624,Idaho,      Motor vehicles and parts,4,2009,1118
625,Illinois,      Motor vehicles and parts,4,2009,1070
626,Indiana,      Motor vehicles and parts,4,2009,989
627,Iowa,      Motor vehicles and parts,4,2009,1223
628,Kansas,      Motor vehicles and parts,4,2009,1112
629,Kentucky,      Motor vehicles and parts,4,2009,947
630,Louisiana,      Motor vehicles and parts,4,2009,1211
631,Maine,      Motor vehicles and parts,4,2009,1232
632,Maryland,      Motor vehicles and parts,4,2009,1185
633,Massachusetts,      Motor vehicles and parts,4,2009,1120
634,Michigan,      Motor vehicles and parts,4,2009,756
635,Minnesota,      Motor vehicles and parts,4,2009,1031
636,Mississippi,      Motor vehicles and parts,4,2009,871
637,Missouri,      Motor vehicles and parts,4,2009,1140
638,Montana,      Motor vehicles and parts,4,2009,1280
639,Nebraska,      Motor vehicles and parts,4,2009,1354
640,Nevada,      Motor vehicles and parts,4,2009,918
641,New Hampshire,      Motor vehicles and parts,4,2009,1242
642,New Jersey,      Motor vehicles and parts,4,2009,1115
643,New Mexico,      Motor vehicles and parts,4,2009,1025
644,New York,      Motor vehicles and parts,4,2009,775
645,North Carolina,      Motor vehicles and parts,4,2009,1063
646,North Dakota,      Motor vehicles and parts,4,2009,1623
647,Ohio,      Motor vehicles and parts,4,2009,1007
648,Oklahoma,      Motor vehicles and parts,4,2009,1327
649,Oregon,      Motor vehicles and parts,4,2009,921
650,Pennsylvania,      Motor vehicles and parts,4,2009,1079
651,Rhode Island,      Motor vehicles and parts,4,2009,890
652,South Carolina,      Motor vehicles and parts,4,2009,961
653,South Dakota,      Motor vehicles and parts,4,2009,1465
654,Tennessee,      Motor vehicles and parts,4,2009,999
655,Texas,      Motor vehicles and parts,4,2009,1275
656,Utah,      Motor vehicles and parts,4,2009,1064
657,Vermont,      Motor vehicles and parts,4,2009,1333
658,Virginia,      Motor vehicles and parts,4,2009,1180
659,Washington,      Motor vehicles and parts,4,2009,1004
660,West Virginia,      Motor vehicles and parts,4,2009,1052
661,Wisconsin,      Motor vehicles and parts,4,2009,1071
662,Wyoming,      Motor vehicles and parts,4,2009,1357
663,Alabama,      Motor vehicles and parts,4,2010,1187
664,Alaska,      Motor vehicles and parts,4,2010,1009
665,Arizona,      Motor vehicles and parts,4,2010,1021
666,Arkansas,      Motor vehicles and parts,4,2010,1171
667,California,      Motor vehicles and parts,4,2010,917
668,Colorado,      Motor vehicles and parts,4,2010,1049
669,Connecticut,      Motor vehicles and parts,4,2010,1220
670,Delaware,      Motor vehicles and parts,4,2010,1493
671,District of Columbia,      Motor vehicles and parts,4,2010,1178
672,Florida,      Motor vehicles and parts,4,2010,1174
673,Georgia,      Motor vehicles and parts,4,2010,1103
674,Hawaii,      Motor vehicles and parts,4,2010,907
675,Idaho,      Motor vehicles and parts,4,2010,1137
676,Illinois,      Motor vehicles and parts,4,2010,1119
677,Indiana,      Motor vehicles and parts,4,2010,1063
678,Iowa,      Motor vehicles and parts,4,2010,1331
679,Kansas,      Motor vehicles and parts,4,2010,1190
680,Kentucky,      Motor vehicles and parts,4,2010,1042
681,Louisiana,      Motor vehicles and parts,4,2010,1290
682,Maine,      Motor vehicles and parts,4,2010,1312
683,Maryland,      Motor vehicles and parts,4,2010,1293
684,Massachusetts,      Motor vehicles and parts,4,2010,1192
685,Michigan,      Motor vehicles and parts,4,2010,843
686,Minnesota,      Motor vehicles and parts,4,2010,1113
687,Mississippi,      Motor vehicles and parts,4,2010,957
688,Missouri,      Motor vehicles and parts,4,2010,1223
689,Montana,      Motor vehicles and parts,4,2010,1402
690,Nebraska,      Motor vehicles and parts,4,2010,1509
691,Nevada,      Motor vehicles and parts,4,2010,944
692,New Hampshire,      Motor vehicles and parts,4,2010,1314
693,New Jersey,      Motor vehicles and parts,4,2010,1234
694,New Mexico,      Motor vehicles and parts,4,2010,1072
695,New York,      Motor vehicles and parts,4,2010,826
696,North Carolina,      Motor vehicles and parts,4,2010,1156
697,North Dakota,      Motor vehicles and parts,4,2010,1851
698,Ohio,      Motor vehicles and parts,4,2010,1097
699,Oklahoma,      Motor vehicles and parts,4,2010,1410
700,Oregon,      Motor vehicles and parts,4,2010,956
701,Pennsylvania,      Motor vehicles and parts,4,2010,1176
702,Rhode Island,      Motor vehicles and parts,4,2010,949
703,South Carolina,      Motor vehicles and parts,4,2010,1064
704,South Dakota,      Motor vehicles and parts,4,2010,1642
705,Tennessee,      Motor vehicles and parts,4,2010,1131
706,Texas,      Motor vehicles and parts,4,2010,1362
707,Utah,      Motor vehicles and parts,4,2010,1078
708,Vermont,      Motor vehicles and parts,4,2010,1434
709,Virginia,      Motor vehicles and parts,4,2010,1260
710,Washington,      Motor vehicles and parts,4,2010,1036
711,West Virginia,      Motor vehicles and parts,4,2010,1177
712,Wisconsin,      Motor vehicles and parts,4,2010,1137
713,Wyoming,      Motor vehicles and parts,4,2010,1422
714,Alabama,      Motor vehicles and parts,4,2011,1255
715,Alaska,      Motor vehicles and parts,4,2011,1012
716,Arizona,      Motor vehicles and parts,4,2011,1101
717,Arkansas,      Motor vehicles and parts,4,2011,1224
718,California,      Motor vehicles and parts,4,2011,986
719,Colorado,      Motor vehicles and parts,4,2011,1051
720,Connecticut,      Motor vehicles and parts,4,2011,1273
721,Delaware,      Motor vehicles and parts,4,2011,1586
722,District of Columbia,      Motor vehicles and parts,4,2011,1211
723,Florida,      Motor vehicles and parts,4,2011,1233
724,Georgia,      Motor vehicles and parts,4,2011,1156
725,Hawaii,      Motor vehicles and parts,4,2011,964
726,Idaho,      Motor vehicles and parts,4,2011,1159
727,Illinois,      Motor vehicles and parts,4,2011,1176
728,Indiana,      Motor vehicles and parts,4,2011,1106
729,Iowa,      Motor vehicles and parts,4,2011,1380
730,Kansas,      Motor vehicles and parts,4,2011,1219
731,Kentucky,      Motor vehicles and parts,4,2011,1075
732,Louisiana,      Motor vehicles and parts,4,2011,1379
733,Maine,      Motor vehicles and parts,4,2011,1354
734,Maryland,      Motor vehicles and parts,4,2011,1332
735,Massachusetts,      Motor vehicles and parts,4,2011,1228
736,Michigan,      Motor vehicles and parts,4,2011,918
737,Minnesota,      Motor vehicles and parts,4,2011,1189
738,Mississippi,      Motor vehicles and parts,4,2011,1017
